day,solar (MW),wind (MW),load (MW),solar_forcast (MW),wind_forecast (MW),load_forecast (MW),price (EUR/MWh),emission factor (kg CO2/MWh)
37,15.0,281.0,16470.0,631.0,34.0,14669.0,93.03,358.51475596428
37,9.0,289.0,16800.0,568.0,35.0,14875.0,93.03,358.51475596428
37,4.0,232.0,17060.0,500.0,35.0,15028.0,119.64,362.45200037956
37,0.0,228.0,17489.0,381.0,35.0,15095.0,119.64,362.45200037956
37,0.0,237.0,17752.0,265.0,35.0,15230.0,119.64,362.45200037956
37,0.0,239.0,17923.0,147.0,37.0,15283.0,119.64,362.45200037956
37,0.0,254.0,17712.0,29.0,37.0,15206.0,135.8,362.11401224136
37,0.0,279.0,17465.0,22.0,43.0,14927.0,135.8,362.11401224136
37,0.0,315.0,17301.0,15.0,47.0,14758.0,135.8,362.11401224136
37,0.0,335.0,17200.0,6.0,51.0,14666.0,135.8,362.11401224136
37,0.0,332.0,16990.0,0.0,55.0,14618.0,110.32,361.05498671532
37,0.0,330.0,16806.0,0.0,57.0,14570.0,110.32,361.05498671532
37,0.0,347.0,16589.0,0.0,58.0,14422.0,110.32,361.05498671532
37,0.0,368.0,16491.0,0.0,57.0,14278.0,110.32,361.05498671532
37,0.0,369.0,16258.0,0.0,55.0,14267.0,98.0,360.51100492477
37,0.0,379.0,16052.0,0.0,55.0,14184.0,98.0,360.51100492477
37,0.0,390.0,15825.0,0.0,57.0,14097.0,98.0,360.51100492477
37,0.0,406.0,15662.0,0.0,57.0,13942.0,98.0,360.51100492477
37,0.0,417.0,15444.0,0.0,56.0,13808.0,83.56,359.28750038147
37,0.0,415.0,15231.0,0.0,56.0,13631.0,83.56,359.28750038147
37,0.0,423.0,15012.0,0.0,57.0,13441.0,83.56,359.28750038147
37,0.0,407.0,14838.0,0.0,57.0,13247.0,83.56,359.28750038147
37,0.0,425.0,14571.0,0.0,57.0,13067.0,79.01,356.50923848152
37,0.0,416.0,14332.0,0.0,56.0,12870.0,79.01,356.50923848152
37,0.0,423.0,14107.0,0.0,55.0,12639.0,79.01,356.50923848152
37,0.0,472.0,13881.0,0.0,54.0,12405.0,79.01,356.50923848152
37,0.0,588.0,13679.0,0.0,51.0,12229.0,79.21,357.16849565506
37,0.0,579.0,13481.0,0.0,52.0,12108.0,79.21,357.16849565506
37,0.0,432.0,13224.0,0.0,55.0,11989.0,79.21,357.16849565506
37,0.0,258.0,13036.0,0.0,59.0,11785.0,79.21,357.16849565506
38,0.0,252.0,12894.0,0.0,81.0,11643.0,73.7,355.41775822639
38,0.0,278.0,12786.0,0.0,89.0,11540.0,73.7,355.41775822639
38,0.0,287.0,12673.0,0.0,97.0,11387.0,73.7,355.41775822639
38,0.0,261.0,12518.0,0.0,106.0,11248.0,73.7,355.41775822639
38,0.0,218.0,12400.0,0.0,113.0,11229.0,73.2,355.98224401474
38,0.0,201.0,12325.0,0.0,117.0,11212.0,73.2,355.98224401474
38,0.0,213.0,12218.0,0.0,116.0,11151.0,73.2,355.98224401474
38,0.0,219.0,12123.0,0.0,116.0,11079.0,73.2,355.98224401474
38,0.0,190.0,12087.0,0.0,113.0,11099.0,72.15,354.27823662758
38,0.0,158.0,12049.0,0.0,114.0,11120.0,72.15,354.27823662758
38,0.0,122.0,11969.0,0.0,115.0,11175.0,72.15,354.27823662758
38,0.0,124.0,11904.0,0.0,116.0,11173.0,72.15,354.27823662758
38,0.0,148.0,11879.0,0.0,118.0,11152.0,68.63,352.54374146461
38,0.0,159.0,11844.0,0.0,118.0,11182.0,68.63,352.54374146461
38,0.0,162.0,11853.0,0.0,120.0,11210.0,68.63,352.54374146461
38,0.0,192.0,11806.0,0.0,120.0,11208.0,68.63,352.54374146461
38,0.0,214.0,11804.0,0.0,123.0,11236.0,66.69,352.55751013756
38,0.0,220.0,11806.0,0.0,122.0,11309.0,66.69,352.55751013756
38,0.0,263.0,11849.0,0.0,125.0,11414.0,66.69,352.55751013756
38,0.0,285.0,11876.0,0.0,124.0,11494.0,66.69,352.55751013756
38,0.0,320.0,12034.0,0.0,126.0,11681.0,71.71,357.39374160767
38,0.0,371.0,12162.0,0.0,135.0,11962.0,71.71,357.39374160767
38,0.0,341.0,12369.0,0.0,153.0,12154.0,71.71,357.39374160767
38,0.0,348.0,12607.0,0.0,173.0,12352.0,71.71,357.39374160767
38,0.0,370.0,13072.0,0.0,192.0,12707.0,82.06,351.94525122643
38,0.0,360.0,13385.0,0.0,214.0,13105.0,82.06,351.94525122643
38,0.0,382.0,13585.0,0.0,242.0,13494.0,82.06,351.94525122643
38,0.0,486.0,14135.0,0.0,268.0,13851.0,82.06,351.94525122643
38,0.0,604.0,14918.0,0.0,298.0,14333.0,104.49,335.97174286842
38,0.0,710.0,15492.0,0.0,341.0,14910.0,104.49,335.97174286842
38,0.0,771.0,16013.0,0.0,404.0,15251.0,104.49,335.97174286842
38,0.0,918.0,16387.0,0.0,467.0,15611.0,104.49,335.97174286842
38,0.0,1185.0,16800.0,0.0,528.0,15920.0,131.91,308.58999490738
38,2.0,1391.0,16969.0,8.0,609.0,16124.0,131.91,308.58999490738
38,5.0,1372.0,17053.0,14.0,708.0,16223.0,131.91,308.58999490738
38,12.0,1349.0,17174.0,22.0,808.0,16349.0,131.91,308.58999490738
38,16.0,1464.0,17189.0,29.0,905.0,16354.0,112.37,289.94750976562
38,22.0,1624.0,17209.0,84.0,1012.0,16222.0,112.37,289.94750976562
38,29.0,1752.0,17114.0,139.0,1124.0,16010.0,112.37,289.94750976562
38,41.0,1828.0,17044.0,195.0,1238.0,15730.0,112.37,289.94750976562
38,52.0,1706.0,17030.0,252.0,1353.0,15495.0,98.02,280.30475974083004
38,48.0,1695.0,16971.0,240.0,1428.0,12615.0,98.02,280.30475974083004
38,50.0,1752.0,16934.0,232.0,1460.0,14837.0,98.02,280.30475974083004
38,52.0,1900.0,16906.0,220.0,1494.0,14591.0,98.02,280.30475974083004
38,56.0,2003.0,16894.0,206.0,1527.0,14482.0,89.55,275.38698911666995
38,55.0,2069.0,16927.0,224.0,1570.0,14200.0,89.55,275.38698911666995
38,51.0,2131.0,16970.0,240.0,1617.0,13989.0,89.55,275.38698911666995
38,50.0,2174.0,16994.0,255.0,1666.0,13860.0,89.55,275.38698911666995
38,44.0,2216.0,16995.0,272.0,1715.0,13749.0,84.01,267.70874857903
38,40.0,2356.0,16964.0,280.0,1767.0,13682.0,84.01,267.70874857903
38,40.0,2415.0,16868.0,289.0,1821.0,13672.0,84.01,267.70874857903
38,37.0,2513.0,16867.0,297.0,1875.0,13640.0,84.01,267.70874857903
38,33.0,2658.0,17083.0,303.0,1929.0,13763.0,85.52,268.15900206566
38,29.0,2844.0,17215.0,283.0,2004.0,13892.0,85.52,268.15900206566
38,23.0,2933.0,17304.0,263.0,2095.0,13826.0,85.52,268.15900206566
38,21.0,2921.0,17289.0,243.0,2187.0,13770.0,85.52,268.15900206566
38,20.0,2916.0,17272.0,223.0,2278.0,13848.0,83.32,266.62474870682
38,20.0,2979.0,17238.0,219.0,2376.0,14166.0,83.32,266.62474870682
38,15.0,2993.0,17185.0,209.0,2486.0,14345.0,83.32,266.62474870682
38,12.0,2983.0,17223.0,203.0,2597.0,14498.0,83.32,266.62474870682
38,10.0,3065.0,17285.0,195.0,2703.0,14591.0,84.0,256.72250986099
38,10.0,3095.0,17432.0,180.0,2807.0,14800.0,84.0,256.72250986099
38,10.0,3069.0,17523.0,166.0,2911.0,14982.0,84.0,256.72250986099
38,9.0,3179.0,17656.0,153.0,3014.0,15241.0,84.0,256.72250986099
38,7.0,3414.0,17757.0,141.0,3116.0,15428.0,76.81,240.54074287415
38,4.0,3632.0,17800.0,125.0,3182.0,15577.0,76.81,240.54074287415
38,2.0,4152.0,18001.0,109.0,3211.0,15816.0,76.81,240.54074287415
38,0.0,4495.0,18260.0,94.0,3240.0,16130.0,76.81,240.54074287415
38,0.0,4754.0,18328.0,80.0,3270.0,16396.0,77.2,244.43399906158
38,0.0,4838.0,18474.0,59.0,3297.0,16537.0,77.2,244.43399906158
38,0.0,4801.0,18579.0,43.0,3321.0,16716.0,77.2,244.43399906158
38,0.0,4755.0,18669.0,23.0,3346.0,16753.0,77.2,244.43399906158
38,0.0,4725.0,18340.0,4.0,3371.0,16636.0,84.0,231.27749562263
38,0.0,4700.0,18107.0,3.0,3397.0,16432.0,84.0,231.27749562263
38,0.0,4700.0,17915.0,2.0,3421.0,16320.0,84.0,231.27749562263
38,0.0,4769.0,17787.0,0.0,3447.0,16223.0,84.0,231.27749562263
38,0.0,4885.0,17623.0,0.0,3471.0,16084.0,81.5,216.57675504684002
38,0.0,4941.0,17417.0,0.0,3479.0,15977.0,81.5,216.57675504684002
38,0.0,4926.0,17178.0,0.0,3465.0,15819.0,81.5,216.57675504684002
38,0.0,4884.0,17089.0,0.0,3451.0,15722.0,81.5,216.57675504684002
38,0.0,4827.0,16824.0,0.0,3441.0,15635.0,77.57,204.83024418354
38,0.0,4909.0,16538.0,0.0,3431.0,15411.0,77.57,204.83024418354
38,0.0,4841.0,16344.0,0.0,3429.0,15251.0,77.57,204.83024418354
38,0.0,4670.0,16177.0,0.0,3427.0,15001.0,77.57,204.83024418354
38,0.0,4623.0,15842.0,0.0,3425.0,14719.0,75.0,193.93675029278
38,0.0,4601.0,15612.0,0.0,3422.0,14467.0,75.0,193.93675029278
38,0.0,4591.0,15391.0,0.0,3421.0,14227.0,75.0,193.93675029278
38,0.0,4575.0,15124.0,0.0,3420.0,13977.0,75.0,193.93675029278
38,0.0,4545.0,14800.0,0.0,3422.0,13765.0,70.82,178.16850543022
38,0.0,4447.0,14575.0,0.0,3417.0,13574.0,70.82,178.16850543022
38,0.0,4386.0,14300.0,0.0,3405.0,13393.0,70.82,178.16850543022
38,0.0,4307.0,14045.0,0.0,3396.0,13182.0,70.82,178.16850543022
38,0.0,4230.0,13814.0,0.0,3389.0,13006.0,61.64,176.20700597763002
38,0.0,4088.0,13611.0,0.0,3378.0,12905.0,61.64,176.20700597763002
38,0.0,3971.0,13396.0,0.0,3364.0,12699.0,61.64,176.20700597763002
38,0.0,3871.0,13185.0,0.0,3351.0,12507.0,61.64,176.20700597763002
39,0.0,3785.0,13023.0,0.0,3309.0,12341.0,60.36,168.94499957560998
39,0.0,3726.0,12862.0,0.0,3211.0,12297.0,60.36,168.94499957560998
39,0.0,3675.0,12739.0,0.0,3121.0,12136.0,60.36,168.94499957560998
39,0.0,3701.0,12582.0,0.0,3030.0,11987.0,60.36,168.94499957560998
39,0.0,3723.0,12514.0,0.0,2939.0,11762.0,52.16,164.94199633598
39,0.0,3721.0,12447.0,0.0,2888.0,11580.0,52.16,164.94199633598
39,0.0,3723.0,12321.0,0.0,2875.0,11447.0,52.16,164.94199633598
39,0.0,3739.0,12216.0,0.0,2864.0,11254.0,52.16,164.94199633598
39,0.0,3784.0,12152.0,0.0,2848.0,11093.0,47.15,160.25499999522998
39,0.0,3856.0,12079.0,0.0,2835.0,10977.0,47.15,160.25499999522998
39,0.0,3891.0,12022.0,0.0,2827.0,10851.0,47.15,160.25499999522998
39,0.0,3975.0,11974.0,0.0,2818.0,10753.0,47.15,160.25499999522998
39,0.0,3918.0,11986.0,0.0,2808.0,10759.0,42.1,160.38474440575
39,0.0,4026.0,11958.0,0.0,2800.0,10705.0,42.1,160.38474440575
39,0.0,4076.0,11923.0,0.0,2796.0,10606.0,42.1,160.38474440575
39,0.0,4117.0,11901.0,0.0,2787.0,10541.0,42.1,160.38474440575
39,0.0,4169.0,11933.0,0.0,2781.0,10493.0,41.3,157.27849304676
39,0.0,4225.0,11928.0,0.0,2813.0,10492.0,41.3,157.27849304676
39,0.0,4238.0,11949.0,0.0,2879.0,10427.0,41.3,157.27849304676
39,0.0,4307.0,11973.0,0.0,2949.0,10461.0,41.3,157.27849304676
39,0.0,4304.0,12129.0,0.0,3016.0,10630.0,44.88,158.51849317551
39,0.0,4358.0,12237.0,0.0,3084.0,10783.0,44.88,158.51849317551
39,0.0,4448.0,12414.0,0.0,3155.0,10936.0,44.88,158.51849317551
39,0.0,4516.0,12577.0,0.0,3223.0,11048.0,44.88,158.51849317551
39,0.0,4493.0,13070.0,0.0,3295.0,11262.0,52.88,168.55424642563
39,0.0,4574.0,13380.0,0.0,3357.0,11638.0,52.88,168.55424642563
39,0.0,4612.0,13730.0,0.0,3420.0,11917.0,52.88,168.55424642563
39,0.0,4734.0,14143.0,0.0,3485.0,12200.0,52.88,168.55424642563
39,0.0,4622.0,14877.0,0.0,3548.0,12693.0,63.7,173.55825006962
39,0.0,4746.0,15348.0,0.0,3581.0,13323.0,63.7,173.55825006962
39,0.0,4835.0,15793.0,0.0,3584.0,13703.0,63.7,173.55825006962
39,0.0,4854.0,16213.0,0.0,3588.0,14026.0,63.7,173.55825006962
39,0.0,4889.0,16457.0,0.0,3593.0,14310.0,67.89,165.66725075245
39,0.0,4957.0,16670.0,21.0,3598.0,14551.0,67.89,165.66725075245
39,3.0,5007.0,16825.0,42.0,3606.0,14699.0,67.89,165.66725075245
39,7.0,5047.0,16968.0,64.0,3616.0,14857.0,67.89,165.66725075245
39,6.0,5152.0,17024.0,87.0,3625.0,14981.0,67.83,149.6659964323
39,6.0,5215.0,17050.0,247.0,3634.0,14975.0,67.83,149.6659964323
39,9.0,5238.0,16963.0,410.0,3646.0,14969.0,67.83,149.6659964323
39,14.0,5250.0,16904.0,574.0,3656.0,14848.0,67.83,149.6659964323
39,20.0,5205.0,16796.0,736.0,3671.0,14843.0,68.82,137.24574446678
39,28.0,5243.0,16688.0,858.0,3668.0,14667.0,68.82,137.24574446678
39,39.0,5233.0,16540.0,982.0,3655.0,14451.0,68.82,137.24574446678
39,43.0,5211.0,16487.0,1105.0,3638.0,14202.0,68.82,137.24574446678
39,33.0,5185.0,16309.0,1229.0,3626.0,14100.0,67.61,127.61625647545
39,56.0,5190.0,16253.0,1304.0,3618.0,13934.0,67.61,127.61625647545
39,54.0,5160.0,16146.0,1382.0,3614.0,13442.0,67.61,127.61625647545
39,61.0,5081.0,16124.0,1460.0,3610.0,13312.0,67.61,127.61625647545
39,86.0,5012.0,16060.0,1537.0,3607.0,13145.0,64.55,128.80900502205
39,100.0,4905.0,15891.0,1576.0,3592.0,12950.0,64.55,128.80900502205
39,89.0,4873.0,15747.0,1614.0,3573.0,12906.0,64.55,128.80900502205
39,91.0,4868.0,15713.0,1654.0,3555.0,12869.0,64.55,128.80900502205
39,65.0,4782.0,15709.0,1692.0,3533.0,12862.0,63.7,145.5844938755
39,79.0,4844.0,15678.0,1778.0,3513.0,12912.0,63.7,145.5844938755
39,68.0,4737.0,15697.0,1864.0,3493.0,12911.0,63.7,145.5844938755
39,58.0,4608.0,15656.0,1950.0,3471.0,12908.0,63.7,145.5844938755
39,42.0,4542.0,15584.0,2037.0,3450.0,13013.0,68.68,169.52799260616
39,48.0,4450.0,15424.0,1982.0,3417.0,13187.0,68.68,169.52799260616
39,54.0,4386.0,15419.0,1929.0,3374.0,13190.0,68.68,169.52799260616
39,40.0,4265.0,15494.0,1874.0,3330.0,13198.0,68.68,169.52799260616
39,43.0,4173.0,15469.0,1817.0,3287.0,13351.0,75.46,204.97074723244
39,45.0,4054.0,15440.0,1721.0,3242.0,13522.0,75.46,204.97074723244
39,46.0,3989.0,15481.0,1623.0,3192.0,13597.0,75.46,204.97074723244
39,53.0,3852.0,15592.0,1521.0,3145.0,13800.0,75.46,204.97074723244
39,26.0,3801.0,15686.0,1424.0,3099.0,13970.0,82.38,235.88575422764
39,24.0,3880.0,15828.0,1271.0,3058.0,14203.0,82.38,235.88575422764
39,18.0,3838.0,16035.0,1119.0,3018.0,14514.0,82.38,235.88575422764
39,8.0,3720.0,16294.0,965.0,2983.0,14800.0,82.38,235.88575422764
39,3.0,3602.0,16455.0,813.0,2946.0,14973.0,92.49,242.78025329113
39,1.0,3699.0,16705.0,625.0,2907.0,15138.0,92.49,242.78025329113
39,0.0,3702.0,16870.0,438.0,2867.0,15371.0,92.49,242.78025329113
39,0.0,3650.0,17041.0,249.0,2828.0,15506.0,92.49,242.78025329113
39,0.0,3778.0,16908.0,59.0,2789.0,15446.0,94.29,245.41699886322
39,0.0,3788.0,16702.0,45.0,2752.0,15271.0,94.29,245.41699886322
39,0.0,3968.0,16547.0,28.0,2725.0,15132.0,94.29,245.41699886322
39,0.0,4037.0,16404.0,14.0,2695.0,15017.0,94.29,245.41699886322
39,0.0,4055.0,16149.0,0.0,2665.0,14851.0,87.1,242.16499924660002
39,0.0,4013.0,15938.0,0.0,2659.0,14727.0,87.1,242.16499924660002
39,0.0,3981.0,15715.0,0.0,2671.0,14653.0,87.1,242.16499924660002
39,0.0,3996.0,15614.0,0.0,2685.0,14529.0,87.1,242.16499924660002
39,0.0,4022.0,15342.0,0.0,2696.0,14384.0,80.54,227.25200653075999
39,0.0,4085.0,15092.0,0.0,2708.0,14198.0,80.54,227.25200653075999
39,0.0,4177.0,14909.0,0.0,2723.0,14012.0,80.54,227.25200653075999
39,0.0,4208.0,14757.0,0.0,2735.0,13843.0,80.54,227.25200653075999
39,0.0,4249.0,14574.0,0.0,2747.0,13534.0,75.22,213.67725729942
39,0.0,4348.0,14362.0,0.0,2758.0,13319.0,75.22,213.67725729942
39,0.0,4424.0,14184.0,0.0,2767.0,13104.0,75.22,213.67725729942
39,0.0,4396.0,13967.0,0.0,2780.0,12943.0,75.22,213.67725729942
39,0.0,4277.0,13747.0,0.0,2789.0,12722.0,74.91,218.22075545788
39,0.0,4287.0,13508.0,0.0,2778.0,12553.0,74.91,218.22075545788
39,0.0,4240.0,13313.0,0.0,2744.0,12401.0,74.91,218.22075545788
39,0.0,4140.0,13133.0,0.0,2713.0,12226.0,74.91,218.22075545788
39,0.0,3982.0,12967.0,0.0,2682.0,12060.0,70.94,211.47499978542
39,0.0,3928.0,12837.0,0.0,2647.0,11934.0,70.94,211.47499978542
39,0.0,3985.0,12667.0,0.0,2615.0,11854.0,70.94,211.47499978542
39,0.0,3995.0,12495.0,0.0,2582.0,11770.0,70.94,211.47499978542
40,0.0,3997.0,12444.0,0.0,3160.0,11639.0,63.1,211.7777466774
40,0.0,3928.0,12351.0,0.0,3128.0,11546.0,63.1,211.7777466774
40,0.0,3867.0,12237.0,0.0,3093.0,11475.0,63.1,211.7777466774
40,0.0,3818.0,12044.0,0.0,3058.0,11544.0,63.1,211.7777466774
40,0.0,3725.0,11969.0,0.0,3022.0,11979.0,64.08,210.63074469566
40,0.0,3715.0,11840.0,0.0,2981.0,12468.0,64.08,210.63074469566
40,0.0,3680.0,11692.0,0.0,2927.0,12722.0,64.08,210.63074469566
40,0.0,3627.0,11605.0,0.0,2878.0,12595.0,64.08,210.63074469566
40,0.0,3593.0,11479.0,0.0,2826.0,11824.0,64.4,211.95225417614
40,0.0,3570.0,11435.0,0.0,2772.0,12115.0,64.4,211.95225417614
40,0.0,3547.0,11343.0,0.0,2713.0,12652.0,64.4,211.95225417614
40,0.0,3486.0,11294.0,0.0,2658.0,12308.0,64.4,211.95225417614
40,0.0,3417.0,11246.0,0.0,2601.0,11277.0,64.39,221.79450094700002
40,0.0,3383.0,11192.0,0.0,2541.0,10885.0,64.39,221.79450094700002
40,0.0,3295.0,11155.0,0.0,2483.0,10851.0,64.39,221.79450094700002
40,0.0,3255.0,11123.0,0.0,2423.0,10816.0,64.39,221.79450094700002
40,0.0,3264.0,11126.0,0.0,2364.0,10760.0,64.41,236.74200475216
40,0.0,3117.0,11083.0,0.0,2297.0,10770.0,64.41,236.74200475216
40,0.0,2863.0,11092.0,0.0,2222.0,10763.0,64.41,236.74200475216
40,0.0,2805.0,11075.0,0.0,2148.0,10735.0,64.41,236.74200475216
40,0.0,2783.0,11121.0,0.0,2074.0,10791.0,65.82,258.15948843956
40,0.0,2703.0,11180.0,0.0,1998.0,10913.0,65.82,258.15948843956
40,0.0,2607.0,11177.0,0.0,1925.0,10943.0,65.82,258.15948843956
40,0.0,2540.0,11229.0,0.0,1852.0,11035.0,65.82,258.15948843956
40,0.0,2513.0,11369.0,0.0,1782.0,11152.0,70.91,288.26549649239
40,0.0,2501.0,11438.0,0.0,1712.0,11303.0,70.91,288.26549649239
40,0.0,2376.0,11630.0,0.0,1649.0,11400.0,70.91,288.26549649239
40,0.0,2291.0,11751.0,0.0,1590.0,11479.0,70.91,288.26549649239
40,0.0,2127.0,12059.0,0.0,1529.0,11663.0,74.86,298.05675148964
40,0.0,1922.0,12219.0,0.0,1468.0,11866.0,74.86,298.05675148964
40,0.0,1893.0,12462.0,0.0,1406.0,12008.0,74.86,298.05675148964
40,0.0,1867.0,12668.0,0.0,1346.0,12139.0,74.86,298.05675148964
40,0.0,1855.0,12885.0,0.0,1284.0,12357.0,77.7,280.02175688744
40,2.0,1912.0,13066.0,11.0,1231.0,12566.0,77.7,280.02175688744
40,6.0,1854.0,13151.0,25.0,1190.0,12677.0,77.7,280.02175688744
40,12.0,1752.0,13275.0,38.0,1148.0,12768.0,77.7,280.02175688744
40,16.0,1661.0,13304.0,50.0,1107.0,12785.0,80.38,257.27498531342
40,17.0,1472.0,13314.0,137.0,1066.0,12717.0,80.38,257.27498531342
40,25.0,1306.0,13402.0,221.0,1033.0,12650.0,80.38,257.27498531342
40,32.0,1198.0,13402.0,310.0,1001.0,12544.0,80.38,257.27498531342
40,41.0,1118.0,13436.0,395.0,965.0,12414.0,75.4,221.44250571728
40,44.0,1055.0,13349.0,509.0,921.0,12229.0,75.4,221.44250571728
40,49.0,931.0,13289.0,622.0,866.0,12085.0,75.4,221.44250571728
40,60.0,894.0,13240.0,735.0,809.0,11993.0,75.4,221.44250571728
40,69.0,856.0,13219.0,850.0,753.0,11944.0,70.42,198.97699356079
40,80.0,804.0,13181.0,905.0,700.0,11794.0,70.42,198.97699356079
40,96.0,729.0,13072.0,961.0,651.0,11675.0,70.42,198.97699356079
40,116.0,651.0,13037.0,1015.0,604.0,11582.0,70.42,198.97699356079
40,124.0,516.0,12998.0,1071.0,555.0,11485.0,68.5,207.08474516869
40,124.0,399.0,12957.0,1100.0,512.0,11379.0,68.5,207.08474516869
40,126.0,271.0,12885.0,1129.0,473.0,11333.0,68.5,207.08474516869
40,133.0,238.0,12837.0,1156.0,435.0,11269.0,68.5,207.08474516869
40,137.0,220.0,12809.0,1186.0,400.0,11239.0,66.72,223.24475646019002
40,128.0,198.0,12787.0,1144.0,366.0,11165.0,66.72,223.24475646019002
40,115.0,187.0,12755.0,1105.0,337.0,11195.0,66.72,223.24475646019002
40,104.0,185.0,12701.0,1065.0,310.0,11190.0,66.72,223.24475646019002
40,103.0,192.0,12721.0,1024.0,278.0,11333.0,69.53,268.1887447834
40,109.0,188.0,12700.0,994.0,255.0,11495.0,69.53,268.1887447834
40,109.0,193.0,12678.0,964.0,237.0,11666.0,69.53,268.1887447834
40,99.0,215.0,12740.0,931.0,219.0,11793.0,69.53,268.1887447834
40,80.0,251.0,12798.0,899.0,199.0,11924.0,77.17,305.35200238228
40,69.0,300.0,12860.0,848.0,183.0,12227.0,77.17,305.35200238228
40,57.0,339.0,12977.0,792.0,165.0,12461.0,77.17,305.35200238228
40,46.0,366.0,13092.0,738.0,149.0,12688.0,77.17,305.35200238228
40,35.0,394.0,13372.0,684.0,129.0,12933.0,85.05,333.20325613022
40,25.0,487.0,13425.0,584.0,138.0,13237.0,85.05,333.20325613022
40,17.0,583.0,13649.0,486.0,170.0,13586.0,85.05,333.20325613022
40,10.0,604.0,13955.0,383.0,201.0,13875.0,85.05,333.20325613022
40,5.0,635.0,14167.0,286.0,232.0,14067.0,89.9,338.26398849487
40,1.0,692.0,14471.0,219.0,285.0,14357.0,89.9,338.26398849487
40,0.0,787.0,14773.0,153.0,362.0,14646.0,89.9,338.26398849487
40,0.0,850.0,15063.0,89.0,435.0,14811.0,89.9,338.26398849487
40,0.0,900.0,15104.0,21.0,512.0,14818.0,113.6,325.33773779869
40,0.0,975.0,15014.0,18.0,597.0,14676.0,113.6,325.33773779869
40,0.0,1058.0,14906.0,9.0,693.0,14527.0,113.6,325.33773779869
40,0.0,1158.0,14777.0,6.0,789.0,14402.0,113.6,325.33773779869
40,0.0,1269.0,14617.0,0.0,886.0,14297.0,89.0,305.98524212837003
40,0.0,1357.0,14475.0,0.0,949.0,14184.0,89.0,305.98524212837003
40,0.0,1425.0,14314.0,0.0,973.0,14050.0,89.0,305.98524212837003
40,0.0,1600.0,14177.0,0.0,999.0,13978.0,89.0,305.98524212837003
40,0.0,1733.0,14049.0,0.0,1023.0,13890.0,74.4,281.04975819588003
40,0.0,1833.0,13921.0,0.0,1053.0,13724.0,74.4,281.04975819588003
40,0.0,1866.0,13766.0,0.0,1087.0,13577.0,74.4,281.04975819588003
40,0.0,1881.0,13567.0,0.0,1120.0,13441.0,74.4,281.04975819588003
40,0.0,1902.0,13417.0,0.0,1156.0,13313.0,70.0,275.04301071167
40,0.0,1915.0,13234.0,0.0,1190.0,13163.0,70.0,275.04301071167
40,0.0,2026.0,13103.0,0.0,1225.0,13019.0,70.0,275.04301071167
40,0.0,2114.0,13014.0,0.0,1257.0,12852.0,70.0,275.04301071167
40,0.0,2087.0,12827.0,0.0,1293.0,12711.0,77.21,262.5937461853
40,0.0,2067.0,12668.0,0.0,1320.0,12569.0,77.21,262.5937461853
40,0.0,2042.0,12526.0,0.0,1339.0,12430.0,77.21,262.5937461853
40,0.0,2011.0,12365.0,0.0,1362.0,12273.0,77.21,262.5937461853
40,0.0,1937.0,12258.0,0.0,1382.0,12142.0,64.32,237.83025145531
40,0.0,1938.0,12109.0,0.0,1399.0,12030.0,64.32,237.83025145531
40,0.0,1973.0,11981.0,0.0,1415.0,11876.0,64.32,237.83025145531
40,0.0,2012.0,11807.0,0.0,1429.0,11751.0,64.32,237.83025145531
41,0.0,2114.0,11797.0,0.0,1701.0,11783.0,68.8,239.22674357891
41,0.0,2221.0,11716.0,0.0,1696.0,11715.0,68.8,239.22674357891
41,0.0,2194.0,11582.0,0.0,1695.0,11589.0,68.8,239.22674357891
41,0.0,2192.0,11433.0,0.0,1695.0,11497.0,68.8,239.22674357891
41,0.0,2154.0,11350.0,0.0,1696.0,11322.0,59.3,237.22924292087998
41,0.0,2029.0,11292.0,0.0,1666.0,11181.0,59.3,237.22924292087998
41,0.0,1853.0,11146.0,0.0,1607.0,11103.0,59.3,237.22924292087998
41,0.0,1730.0,11039.0,0.0,1546.0,11053.0,59.3,237.22924292087998
41,0.0,1684.0,11000.0,0.0,1485.0,11032.0,52.6,212.77549862862
41,0.0,1724.0,10929.0,0.0,1431.0,11068.0,52.6,212.77549862862
41,0.0,1896.0,10916.0,0.0,1380.0,11058.0,52.6,212.77549862862
41,0.0,2171.0,11004.0,0.0,1331.0,11045.0,52.6,212.77549862862
41,0.0,2403.0,11077.0,0.0,1282.0,11012.0,46.83,224.42050278187
41,0.0,2488.0,10978.0,0.0,1241.0,11038.0,46.83,224.42050278187
41,0.0,2303.0,10967.0,0.0,1204.0,11008.0,46.83,224.42050278187
41,0.0,2215.0,10855.0,0.0,1171.0,10999.0,46.83,224.42050278187
41,0.0,2110.0,10787.0,0.0,1135.0,10988.0,46.51,233.29450190066999
41,0.0,2027.0,10765.0,0.0,1103.0,10992.0,46.51,233.29450190066999
41,0.0,1953.0,10756.0,0.0,1074.0,10967.0,46.51,233.29450190066999
41,0.0,1926.0,10734.0,0.0,1048.0,10936.0,46.51,233.29450190066999
41,0.0,1907.0,10769.0,0.0,1019.0,10960.0,46.25,241.21700227261002
41,0.0,1928.0,10739.0,0.0,992.0,11022.0,46.25,241.21700227261002
41,0.0,1914.0,10795.0,0.0,969.0,11056.0,46.25,241.21700227261002
41,0.0,1880.0,10854.0,0.0,946.0,11095.0,46.25,241.21700227261002
